# Frequency [GHz] Sensitivity [uK_CMB] deg
60 0.342
70 0.233
80 0.160
90 0.123
100 0.098
115 0.073
130 0.057
145 0.057
160 0.057
175 0.058
195 0.063
220 0.090
255 0.152
295 0.220
340 0.422
390 0.790
450 1.982
520 5.632
600 20.05
700 93.5
800 203
