# https://www.cosmos.esa.int/documents/387566/387653/Ferrara_Dec3_10h00_DeBernardis_COrE+.pdf/9698e5e7-cbe4-4d0a-a537-befb0304e2ff
# freq [GHz], sigma_P [uK_CMB]
60 20.5
70 14.0
80 9.6
90 7.4
100 5.9
115 4.4
130 3.4
145 3.4
160 3.4
175 3.5
195 3.8
220 5.4
255 9.1
295 13.2
340 25.3
390 47.4
450 118.9
520 337.9
600 1203.0
700 5610.0
800 12200.0
