    0.408203959465026855E+00    0.518684357404708862E+01   -0.310105264186859131E+01   -0.260918502328387840E+05   -0.690775511231546968E+01    1
    0.641801476478576660E+00    0.505258142948150635E+01   -0.147207081317901611E+01   -0.254441330697117410E+05   -0.690875511231548245E+01    1
    0.669278562068939209E+00    0.516975998878479004E+01   -0.213308602571487427E+01   -0.245064508405087436E+05   -0.690975511231547301E+01    1
    0.563461840152740479E+00    0.579192072153091431E+01   -0.283595412969589233E+01   -0.190516126360186099E+05   -0.691075511231547601E+01    1
    0.409672379493713379E+00    0.580486506223678589E+01   -0.185487568378448486E+01   -0.187419419633965081E+05   -0.691175511231546658E+01    1
    0.122703909873962402E+00    0.603379189968109131E+01   -0.496887266635894775E+01   -0.169579088615444962E+05   -0.691275511231547579E+01    1
    0.107841253280639648E+00    0.578139990568161011E+01   -0.112925887107849121E+01   -0.165184176727922968E+05   -0.691375511231547435E+01    1
    0.107072997093200684E+01    0.551392883062362671E+01   -0.346526920795440674E+01   -0.162760120451219136E+05   -0.691475511231548357E+01    1
    0.628302097320556641E+00    0.723549783229827881E+01   -0.412341535091400146E+01   -0.104833754209690414E+05   -0.691575511231552209E+01    1
    0.865089297294616699E+00    0.642198622226715088E+01   -0.276887714862823486E+00   -0.960433061681416075E+04   -0.691675511231554463E+01    1
    0.969425082206726074E+00    0.674517571926116943E+01   -0.286762952804565430E+01   -0.901143287355249231E+04   -0.691775511231549967E+01    1
    0.262083292007446289E+00    0.814481228590011597E+01   -0.232970803976058960E+01   -0.896494038941418330E+04   -0.691875511231549378E+01    1
    0.129754507541656494E+01    0.624026149511337280E+01   -0.400890648365020752E+01   -0.850407907786368560E+04   -0.691975511231551454E+01    1
    0.852968931198120117E+00    0.729840755462646484E+01   -0.455551326274871826E+01   -0.848165183516219076E+04   -0.692075511231548113E+01    1
    0.963365435600280762E+00    0.707405596971511841E+01   -0.413600593805313110E+01   -0.819275827345342623E+04   -0.692175511231547080E+01    1
    0.674884915351867676E+00    0.779870688915252686E+01   -0.339832097291946411E+01   -0.805532693787828703E+04   -0.692275511231549334E+01    1
    0.373766183853149414E+00    0.794929385185241699E+01   -0.441225469112396240E+00   -0.785012755457878939E+04   -0.692375511231548746E+01    1
    0.673348188400268555E+00    0.791775405406951904E+01   -0.258437484502792358E+01   -0.744961357368302379E+04   -0.692475511231548957E+01    1
    0.414506256580352783E+00    0.823333323001861572E+01   -0.985004007816314697E+00   -0.741391370356112475E+04   -0.692575511231552365E+01    1
    0.117197942733764648E+01    0.669500648975372314E+01   -0.283193141222000122E+01   -0.735419533149908511E+04   -0.692675511231553909E+01    1
    0.448433876037597656E+00    0.854471087455749512E+01   -0.224400550127029419E+01   -0.727762757093840901E+04   -0.692775511231552343E+01    1
    0.841781616210937500E+00    0.712282657623291016E+01   -0.118908882141113281E+00   -0.701373624610191837E+04   -0.692875511231550334E+01    1
    0.326834142208099365E+00    0.994715601205825806E+01   -0.466084986925125122E+01   -0.633420329860716083E+04   -0.692975511231548769E+01    1
    0.111275249719619751E+01    0.714682400226593018E+01   -0.212828487157821655E+01   -0.608078328177980075E+04   -0.693075511231546315E+01    1
    0.726535320281982422E-01    0.105243909358978271E+02   -0.246804893016815186E+01   -0.582908266770681348E+04   -0.693175511231550789E+01    1
    0.745033085346221924E+00    0.862378120422363281E+01   -0.341084629297256470E+01   -0.574645871482713301E+04   -0.693275511231550912E+01    1
    0.365492284297943115E+00    0.103240197896957397E+02   -0.423051327466964722E+01   -0.565778550785767493E+04   -0.693375511231550057E+01    1
    0.130579107999801636E+01    0.677890688180923462E+01   -0.109161347150802612E+01   -0.533916558614778478E+04   -0.693475511231554709E+01    1
    0.207478344440460205E+00    0.114119276404380798E+02   -0.487410664558410645E+01   -0.532203112403261093E+04   -0.693575511231551811E+01    1
    0.198631042242050171E+01    0.569728434085845947E+01   -0.283342629671096802E+01   -0.475427466796159297E+04   -0.693675511231548558E+01    1
    0.387071371078491211E-01    0.112164941430091858E+02   -0.151187181472778320E-02   -0.474977360780928666E+04   -0.693775511231549125E+01    1
    0.647180914878845215E+00    0.919573307037353516E+01   -0.760402977466583252E+00   -0.450896409262981251E+04   -0.693875511231549424E+01    1
    0.157721275091171265E+01    0.659692168235778809E+01   -0.248002856969833374E+01   -0.442984292960011589E+04   -0.693975511231547948E+01    1
    0.756697654724121094E-01    0.124701586365699768E+02   -0.224876075983047485E+01   -0.440660308583242022E+04   -0.694075511231545761E+01    1
    0.172136843204498291E+00    0.124409517645835876E+02   -0.300957798957824707E+01   -0.438414235582546553E+04   -0.694175511231546682E+01    1
    0.898079752922058105E+00    0.873333245515823364E+01   -0.216349095106124878E+01   -0.427455018727801234E+04   -0.694275511231551334E+01    1
    0.448196232318878174E+00    0.104037016630172729E+02   -0.943430662155151367E+00   -0.423596302007926533E+04   -0.694375511231550835E+01    1
    0.159035378694534302E+01    0.667767375707626343E+01   -0.160957425832748413E+01   -0.392079394307383927E+04   -0.694475511231550335E+01    1
    0.216445147991180420E+00    0.130343812704086304E+02   -0.279946208000183105E+01   -0.390755985690835405E+04   -0.694575511231551523E+01    1
    0.144531494379043579E+01    0.733000397682189941E+01   -0.386756062507629395E+01   -0.379452774261826335E+04   -0.694675511231552090E+01    1
    0.110338747501373291E+01    0.804029494524002075E+01   -0.398337841033935547E+00   -0.366349505378259892E+04   -0.694775511231551945E+01    1
    0.520333886146545410E+00    0.107020443677902222E+02   -0.809775590896606445E+00   -0.365063282140870524E+04   -0.694875511231547005E+01    1
